"title","attribution","roomTitle","url.art","imagepath","Status","month","year","monthyear","datechange"
"Camera Work: Vol.1: Numbers 1-4","Alfred Stieglitz (editor/publisher) after Various Artists","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.36421.html",NA,"Added","October","2023","October 2023","October 06"
"Icy Night (featured in ad for Goerz lenses)","Alfred Stieglitz (editor/publisher) after Various Artists","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.204674.html","https://media.nga.gov/iiif/f0cf3383-644d-4584-897e-4df98fb49a3e/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"The Flatiron","Alfred Stieglitz (editor/publisher) after Various Artists","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.204673.html","https://media.nga.gov/iiif/e5566dd9-3375-4c7d-8a38-7edc74b5bce4/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"The Hand of Man","Alfred Stieglitz (editor/publisher) after Various Artists","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.204671.html","https://media.nga.gov/iiif/8639878a-eca8-43ec-80c9-7a518aba6ba6/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"The Street—Design for a Poster","Alfred Stieglitz (editor/publisher) after Various Artists","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.204672.html","https://media.nga.gov/iiif/ceb41e6a-d52e-4f5f-9f46-1285dae53b5b/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"Excursions Daguerriennes / Vues et Monuments les plus Remarquables du Globe (Vol. 2)","Noël Marie Lerebours","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.226392.html","https://media.nga.gov/iiif/0eb5bd41-66eb-4e7f-aed5-d24e374051b0/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"A Corner of the Farm-Yard","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71843.html",NA,"Added","October","2023","October 2023","October 06"
"A Waterside Inn","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71834.html",NA,"Added","October","2023","October 2023","October 06"
"A Winter Pastoral","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71835.html",NA,"Added","October","2023","October 2023","October 06"
"A Winter's Sunrise","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71831.html",NA,"Added","October","2023","October 2023","October 06"
"Bleak Winter","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71839.html",NA,"Added","October","2023","October 2023","October 06"
"Gnarled Thorn-Trees","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71837.html",NA,"Added","October","2023","October 2023","October 06"
"Marsh Leaves","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71830.html","https://media.nga.gov/iiif/fc847091-fee7-4322-97b2-fa4a4b7c2fc8/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"Marsh Weeds","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71836.html","https://media.nga.gov/iiif/433ad37d-8e27-413b-82cd-5fd71016fcea/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"Rime Crystals","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71844.html","https://media.nga.gov/iiif/9fb4ee68-94dd-4ceb-b32f-532221dd6208/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"The Bridge","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71841.html",NA,"Added","October","2023","October 2023","October 06"
"The Fetters of Winter","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71833.html",NA,"Added","October","2023","October 2023","October 06"
"The Last Gate","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71846.html","https://media.nga.gov/iiif/875b7513-cc0d-4ec6-be7c-25ed07fcb5ca/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"The Lone Lagoon","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71832.html","https://media.nga.gov/iiif/4292c1f5-10e4-449f-a3c3-5408cb652f95/full/!384,384/0/default.jpg","Added","October","2023","October 2023","October 06"
"The Lonely Fisher","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71845.html",NA,"Added","October","2023","October 2023","October 06"
"The Misty River","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71838.html",NA,"Added","October","2023","October 2023","October 06"
"The Snow Garden","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71842.html",NA,"Added","October","2023","October 2023","October 06"
"The Waking River","Peter Henry Emerson","West Building, Ground Floor - Gallery 22A","/content/ngaweb/collection/art-object-page.71840.html",NA,"Added","October","2023","October 2023","October 06"
